departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Mpacha,24.294,-17.391,Namibia,Windhoek,17.77,-22.145,Namibia,1,863
Lusaka,28.754,-14.885,Zambia,Windhoek,17.77,-22.145,Namibia,1,1410
Luderitz,15.404,-26.479,Namibia,Oranjemund,16.744,-28.308,Namibia,1,242
Frankfurt,8.905,50.044,Germany,Windhoek,17.77,-22.145,Namibia,1,8074
Windhoek,17.77,-22.145,Namibia,Ondangwa,16.587,-17.797,Namibia,1,499
Windhoek,17.77,-22.145,Namibia,Rundu,20.199,-17.928,Namibia,1,533
Accra,0.388,6.008,Ghana,Windhoek,17.77,-22.145,Namibia,1,3658
Riyadh,47.164,25.596,Saudi Arabia,Sharm El Sheikh,34.658,28.628,Egypt,1,1282
Jeddah,39.26,22.132,Saudi Arabia,Sharm El Sheikh,34.658,28.628,Egypt,1,857
Jeddah,39.26,22.132,Saudi Arabia,Johannesburg,28.41,-25.566,South Africa,1,5431
Luanda,13.385,-8.764,Angola,Hurghada,34.332,27.297,Egypt,1,4601
Hurghada,34.332,27.297,Egypt,Luanda,13.385,-8.764,Angola,1,4601
Paris,2.916,49.021,France,Dzaoudzi,45.468,-12.675,Mayotte,1,8028
Kinshasa,15.74,-3.977,Congo (Kinshasa),Yaounde,11.922,4.204,Cameroon,1,1003
Brussels,4.807,51.502,Belgium,Dakar,-17.151,15.232,Senegal,1,4481
Agadir,-9.244,30.635,Morocco,Marrakech,-7.394,32.011,Morocco,1,232
Wau,28.633,8.208,Sudan,Khartoum,32.921,15.982,Sudan,1,981
Port Sudan,37.39,19.722,Sudan,Cairo,31.675,30.203,Egypt,1,1299
Port Sudan,37.39,19.722,Sudan,Asmara,39.517,15.486,Eritrea,1,522
N'djamena,15.056,12.222,Chad,Kano,8.874,12.079,Nigeria,1,672
Malakal,32.087,9.931,Sudan,Khartoum,32.921,15.982,Sudan,1,678
Kassala,36.548,15.645,Sudan,Khartoum,32.921,15.982,Sudan,1,389
Khartoum,32.921,15.982,Sudan,Wau,28.633,8.208,Sudan,1,981
Khartoum,32.921,15.982,Sudan,Port Sudan,37.39,19.722,Sudan,1,629
Khartoum,32.921,15.982,Sudan,Malakal,32.087,9.931,Sudan,1,678
Khartoum,32.921,15.982,Sudan,Kassala,36.548,15.645,Sudan,1,389
Khartoum,32.921,15.982,Sudan,El Obeid,30.387,13.255,Sudan,1,407
Khartoum,32.921,15.982,Sudan,Asmara,39.517,15.486,Eritrea,1,708
Kano,8.874,12.079,Nigeria,Khartoum,32.921,15.982,Sudan,1,2628
Juba,32.001,5.453,South Sudan,Wau,28.633,8.208,Sudan,1,481
Jeddah,39.26,22.132,Saudi Arabia,Port Sudan,37.39,19.722,Sudan,1,330
Geneina,22.778,13.802,Sudan,Khartoum,32.921,15.982,Sudan,1,1116
El Obeid,30.387,13.255,Sudan,Nyala,25.593,12.089,Sudan,1,535
Cairo,31.675,30.203,Egypt,Port Sudan,37.39,19.722,Sudan,1,1299
Asmara,39.517,15.486,Eritrea,Port Sudan,37.39,19.722,Sudan,1,522
Asmara,39.517,15.486,Eritrea,Khartoum,32.921,15.982,Sudan,1,708
Walvis Bay,15.075,-22.967,Namibia,Johannesburg,28.41,-25.566,South Africa,1,1381
Umtata,29.123,-31.247,South Africa,Johannesburg,28.41,-25.566,South Africa,1,635
Upington,21.433,-27.999,South Africa,Johannesburg,28.41,-25.566,South Africa,1,743
Upington,21.433,-27.999,South Africa,Cape Town,19.002,-33.942,South Africa,1,700
Richard's Bay,32.153,-28.569,South Africa,Johannesburg,28.41,-25.566,South Africa,1,498
Pietermaritzburg,30.664,-29.415,South Africa,Johannesburg,28.41,-25.566,South Africa,1,482
Pemba,40.87,-12.978,Mozambique,Johannesburg,28.41,-25.566,South Africa,1,1912
Phalaborwa,31.258,-23.896,South Africa,Johannesburg,28.41,-25.566,South Africa,1,342
Ndola,29.108,-12.997,Zambia,Johannesburg,28.41,-25.566,South Africa,1,1399
Manzini,31.512,-26.216,Swaziland,Johannesburg,28.41,-25.566,South Africa,1,318
Maseru,27.92,-29.104,Lesotho,Johannesburg,28.41,-25.566,South Africa,1,396
Mpumalanga,31.176,-24.972,South Africa,Livingstone,26.371,-17.703,Zambia,1,948
Mpumalanga,31.176,-24.972,South Africa,Durban,31.584,-29.951,South Africa,1,555
Mpumalanga,31.176,-24.972,South Africa,Cape Town,19.002,-33.942,South Africa,1,1541
Maputo,32.954,-25.869,Mozambique,Durban,31.584,-29.951,South Africa,1,473
Maputo,32.954,-25.869,Mozambique,Cape Town,19.002,-33.942,South Africa,1,1614
Livingstone,26.371,-17.703,Zambia,Mpumalanga,31.176,-24.972,South Africa,1,948
Lusaka,28.754,-14.885,Zambia,Johannesburg,28.41,-25.566,South Africa,1,1188
Lilongwe,34.301,-13.649,Malawi,Johannesburg,28.41,-25.566,South Africa,1,1461
Libreville,9.687,0.764,Gabon,Johannesburg,28.41,-25.566,South Africa,1,3552
Kimberley,25.275,-28.672,South Africa,Johannesburg,28.41,-25.566,South Africa,1,464
Kimberley,25.275,-28.672,South Africa,Cape Town,19.002,-33.942,South Africa,1,835
Johannesburg,28.41,-25.566,South Africa,Walvis Bay,15.075,-22.967,Namibia,1,1381
Johannesburg,28.41,-25.566,South Africa,Umtata,29.123,-31.247,South Africa,1,635
Johannesburg,28.41,-25.566,South Africa,Upington,21.433,-27.999,South Africa,1,743
Johannesburg,28.41,-25.566,South Africa,Richard's Bay,32.153,-28.569,South Africa,1,498
Johannesburg,28.41,-25.566,South Africa,Pietermaritzburg,30.664,-29.415,South Africa,1,482
Johannesburg,28.41,-25.566,South Africa,Pemba,40.87,-12.978,Mozambique,1,1912
Johannesburg,28.41,-25.566,South Africa,Phalaborwa,31.258,-23.896,South Africa,1,342
Johannesburg,28.41,-25.566,South Africa,Ndola,29.108,-12.997,Zambia,1,1399
Johannesburg,28.41,-25.566,South Africa,Manzini,31.512,-26.216,Swaziland,1,318
Johannesburg,28.41,-25.566,South Africa,Maseru,27.92,-29.104,Lesotho,1,396
Johannesburg,28.41,-25.566,South Africa,Lusaka,28.754,-14.885,Zambia,1,1188
Johannesburg,28.41,-25.566,South Africa,Lilongwe,34.301,-13.649,Malawi,1,1461
Johannesburg,28.41,-25.566,South Africa,Libreville,9.687,0.764,Gabon,1,3552
Johannesburg,28.41,-25.566,South Africa,Kimberley,25.275,-28.672,South Africa,1,464
Johannesburg,28.41,-25.566,South Africa,Hoedspruit,31.081,-23.948,South Africa,1,324
Johannesburg,28.41,-25.566,South Africa,Entebbe,32.739,0.07,Uganda,1,2888
Johannesburg,28.41,-25.566,South Africa,Bulawayo,29.029,-19.363,Zimbabwe,1,692
Johannesburg,28.41,-25.566,South Africa,Blantyre,35.623,-15.466,Malawi,1,1350
Johannesburg,28.41,-25.566,South Africa,Nampula,39.469,-14.51,Mozambique,1,1685
Johannesburg,28.41,-25.566,South Africa,Accra,0.388,6.008,Ghana,1,4635
Hoedspruit,31.081,-23.948,South Africa,Johannesburg,28.41,-25.566,South Africa,1,324
Hoedspruit,31.081,-23.948,South Africa,Cape Town,19.002,-33.942,South Africa,1,1615
Sao Paulo,-46.116,-23.054,Brazil,Johannesburg,28.41,-25.566,South Africa,1,7452
George,22.631,-33.343,South Africa,Durban,31.584,-29.951,South Africa,1,927
George,22.631,-33.343,South Africa,Cape Town,19.002,-33.942,South Africa,1,342
Kinshasa,15.74,-3.977,Congo (Kinshasa),Johannesburg,28.41,-25.566,South Africa,1,2755
Lubumashi,27.884,-11.319,Congo (Kinshasa),Johannesburg,28.41,-25.566,South Africa,1,1585
Buenos Aires,-58.227,-34.704,Argentina,Johannesburg,28.41,-25.566,South Africa,1,8138
East London,28.376,-32.393,South Africa,Durban,31.584,-29.951,South Africa,1,408
Entebbe,32.739,0.07,Uganda,Johannesburg,28.41,-25.566,South Africa,1,2888
Durban,31.584,-29.951,South Africa,Mpumalanga,31.176,-24.972,South Africa,1,555
Durban,31.584,-29.951,South Africa,Maputo,32.954,-25.869,Mozambique,1,473
Durban,31.584,-29.951,South Africa,George,22.631,-33.343,South Africa,1,927
Durban,31.584,-29.951,South Africa,East London,28.376,-32.393,South Africa,1,408
Durban,31.584,-29.951,South Africa,Bloemfontein,26.504,-28.488,South Africa,1,519
Cape Town,19.002,-33.942,South Africa,Upington,21.433,-27.999,South Africa,1,700
Cape Town,19.002,-33.942,South Africa,Mpumalanga,31.176,-24.972,South Africa,1,1541
Cape Town,19.002,-33.942,South Africa,Maputo,32.954,-25.869,Mozambique,1,1614
Cape Town,19.002,-33.942,South Africa,Kimberley,25.275,-28.672,South Africa,1,835
Cape Town,19.002,-33.942,South Africa,Hoedspruit,31.081,-23.948,South Africa,1,1615
Cape Town,19.002,-33.942,South Africa,George,22.631,-33.343,South Africa,1,342
Bulawayo,29.029,-19.363,Zimbabwe,Johannesburg,28.41,-25.566,South Africa,1,692
Blantyre,35.623,-15.466,Malawi,Johannesburg,28.41,-25.566,South Africa,1,1350
Bloemfontein,26.504,-28.488,South Africa,Durban,31.584,-29.951,South Africa,1,519
Nampula,39.469,-14.51,Mozambique,Johannesburg,28.41,-25.566,South Africa,1,1685
Accra,0.388,6.008,Ghana,Johannesburg,28.41,-25.566,South Africa,1,4635
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Khartoum,32.921,15.982,Sudan,1,2690
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Cairo,31.675,30.203,Egypt,1,2479
Bucharest,26.17,44.953,Romania,Cairo,31.675,30.203,Egypt,1,1709
Amman,36.655,32.204,Jordan,Tunis,10.378,37.418,Tunisia,1,2459
Amman,36.655,32.204,Jordan,Sharm El Sheikh,34.658,28.628,Egypt,1,441
Amman,36.655,32.204,Jordan,Nairobi,37.545,-0.866,Kenya,1,3678
Amman,36.655,32.204,Jordan,Khartoum,32.921,15.982,Sudan,1,1842
Amman,36.655,32.204,Jordan,Benghazi,20.449,32.161,Libya,1,1523
Latakia,36.581,35.668,Syria,Cairo,31.675,30.203,Egypt,1,760
Aleppo,37.373,36.301,Syria,Algier,3.359,37.151,Algeria,1,3016
Doha,51.941,25.435,Qatar,Tunis,10.378,37.418,Tunisia,1,4124
Doha,51.941,25.435,Qatar,Mahe,55.869,-4.458,Seychelles,1,3350
Doha,51.941,25.435,Qatar,Nairobi,37.545,-0.866,Kenya,1,3308
Doha,51.941,25.435,Qatar,Luxor,33.177,26.118,Egypt,1,1878
Doha,51.941,25.435,Qatar,Lagos,3.535,6.962,Nigeria,1,5523
Doha,51.941,25.435,Qatar,Johannesburg,28.41,-25.566,South Africa,1,6208
Doha,51.941,25.435,Qatar,Alexandria,30.16,31.529,Egypt,1,2229
Doha,51.941,25.435,Qatar,Entebbe,32.739,0.07,Uganda,1,3493
Doha,51.941,25.435,Qatar,Dar Es Salaam,39.337,-6.797,Tanzania,1,3834
Doha,51.941,25.435,Qatar,Benghazi,20.449,32.161,Libya,1,3146
Doha,51.941,25.435,Qatar,Algier,3.359,37.151,Algeria,1,4742
Lilongwe,34.301,-13.649,Malawi,Harare,31.154,-17.887,Zimbabwe,1,579
Lilongwe,34.301,-13.649,Malawi,Blantyre,35.623,-15.466,Malawi,1,247
Harare,31.154,-17.887,Zimbabwe,Lilongwe,34.301,-13.649,Malawi,1,579
Harare,31.154,-17.887,Zimbabwe,Blantyre,35.623,-15.466,Malawi,1,546
Dar Es Salaam,39.337,-6.797,Tanzania,Blantyre,35.623,-15.466,Malawi,1,1045
Blantyre,35.623,-15.466,Malawi,Lusaka,28.754,-14.885,Zambia,1,739
Blantyre,35.623,-15.466,Malawi,Lilongwe,34.301,-13.649,Malawi,1,247
Blantyre,35.623,-15.466,Malawi,Harare,31.154,-17.887,Zimbabwe,1,546
Blantyre,35.623,-15.466,Malawi,Dar Es Salaam,39.337,-6.797,Tanzania,1,1045
Yaounde,11.922,4.204,Cameroon,N'djamena,15.056,12.222,Chad,1,955
Yaounde,11.922,4.204,Cameroon,Maroua,14.428,10.752,Cameroon,1,778
Yaounde,11.922,4.204,Cameroon,Garoua,13.616,9.559,Cameroon,1,624
Maroua,14.428,10.752,Cameroon,Yaounde,11.922,4.204,Cameroon,1,778
Lyon,5.151,46.21,France,Douala,10.199,4.01,Cameroon,1,4717
Garoua,13.616,9.559,Cameroon,Yaounde,11.922,4.204,Cameroon,1,624
Douala,10.199,4.01,Cameroon,Maroua,14.428,10.752,Cameroon,1,882
Pointe-noire,12.477,-4.694,Congo (Brazzaville),Douala,10.199,4.01,Cameroon,1,1000
Kigoma,30.055,-4.805,Tanzania,Mwanza,33.554,-2.075,Tanzania,1,492
Shinyanga,33.695,-3.445,Tanzania,Mwanza,33.554,-2.075,Tanzania,1,153
Mwanza,33.554,-2.075,Tanzania,Kigoma,30.055,-4.805,Tanzania,1,492
Mwanza,33.554,-2.075,Tanzania,Shinyanga,33.695,-3.445,Tanzania,1,153
Mwanza,33.554,-2.075,Tanzania,Bukoba,32.333,-0.834,Tanzania,1,193
Musoma,34.333,-1.139,Tanzania,Mwanza,33.554,-2.075,Tanzania,1,135
Kilimanjaro,37.124,-3.05,Tanzania,Zanzibar,39.374,-5.704,Tanzania,1,386
Kilimanjaro,37.124,-3.05,Tanzania,Entebbe,32.739,0.07,Uganda,1,598
Moroni,43.453,-11.223,Comoros,Dar Es Salaam,39.337,-6.797,Tanzania,1,668
Entebbe,32.739,0.07,Uganda,Kilimanjaro,37.124,-3.05,Tanzania,1,598
Dar Es Salaam,39.337,-6.797,Tanzania,Musoma,34.333,-1.139,Tanzania,1,838
Dar Es Salaam,39.337,-6.797,Tanzania,Moroni,43.453,-11.223,Comoros,1,668
Bukoba,32.333,-0.834,Tanzania,Mwanza,33.554,-2.075,Tanzania,1,193
Nairobi,37.545,-0.866,Kenya,Samburu South,37.89,0.884,Kenya,1,198
Samburu South,37.89,0.884,Kenya,Nairobi,37.545,-0.866,Kenya,1,198
Samburu South,37.89,0.884,Kenya,Nanyuki,37.055,0.555,Kenya,1,99
Nanyuki,37.055,0.555,Kenya,Samburu South,37.89,0.884,Kenya,1,99
Solwesi,26.608,-11.623,Zambia,Ndola,29.108,-12.997,Zambia,1,311
Ndola,29.108,-12.997,Zambia,Solwesi,26.608,-11.623,Zambia,1,311
Ndola,29.108,-12.997,Zambia,Lusaka,28.754,-14.885,Zambia,1,213
Mfuwe,32.56,-12.765,Zambia,Lusaka,28.754,-14.885,Zambia,1,473
Livingstone,26.371,-17.703,Zambia,Lusaka,28.754,-14.885,Zambia,1,403
Lusaka,28.754,-14.885,Zambia,Ndola,29.108,-12.997,Zambia,1,213
Lusaka,28.754,-14.885,Zambia,Mfuwe,32.56,-12.765,Zambia,1,473
Lusaka,28.754,-14.885,Zambia,Livingstone,26.371,-17.703,Zambia,1,403
Lusaka,28.754,-14.885,Zambia,Chipata,32.978,-13.264,Zambia,1,489
Gran Canaria,-14.978,28.553,Spain,Marrakech,-7.394,32.011,Morocco,1,823
Berlin,13.479,52.932,Germany,Cairo,31.675,30.203,Egypt,1,2927
Sharm El Sheikh,34.658,28.628,Egypt,Luxor,33.177,26.118,Egypt,1,315
Sharm El Sheikh,34.658,28.628,Egypt,Alexandria,30.16,31.529,Egypt,1,539
Sharm El Sheikh,34.658,28.628,Egypt,Cairo,31.675,30.203,Egypt,1,337
Sharjah,55.861,25.547,United Arab Emirates,Cairo,31.675,30.203,Egypt,1,2428
Marsa Alam,34.972,25.928,Egypt,Cairo,31.675,30.203,Egypt,1,574
Port Said,32.4,31.465,Egypt,Cairo,31.675,30.203,Egypt,1,156
Nairobi,37.545,-0.866,Kenya,Cairo,31.675,30.203,Egypt,1,3510
Malta,14.795,36.429,Malta,Cairo,31.675,30.203,Egypt,1,1711
Luxor,33.177,26.118,Egypt,Cairo,31.675,30.203,Egypt,1,477
Lagos,3.535,6.962,Nigeria,Cairo,31.675,30.203,Egypt,1,3910
Larnaca,34.041,35.458,Cyprus,Cairo,31.675,30.203,Egypt,1,624
Kano,8.874,12.079,Nigeria,Cairo,31.675,30.203,Egypt,1,3094
Juba,32.001,5.453,South Sudan,Cairo,31.675,30.203,Egypt,1,2752
Hurghada,34.332,27.297,Egypt,Alexandria,30.16,31.529,Egypt,1,620
Hurghada,34.332,27.297,Egypt,Cairo,31.675,30.203,Egypt,1,414
Sohag,32.238,26.568,Egypt,Cairo,31.675,30.203,Egypt,1,407
Alexandria,30.16,31.529,Egypt,Sharm El Sheikh,34.658,28.628,Egypt,1,539
Alexandria,30.16,31.529,Egypt,Hurghada,34.332,27.297,Egypt,1,620
Erbil,44.605,36.396,Iraq,Cairo,31.675,30.203,Egypt,1,1383
Entebbe,32.739,0.07,Uganda,Cairo,31.675,30.203,Egypt,1,3352
Dar Es Salaam,39.337,-6.797,Tanzania,Cairo,31.675,30.203,Egypt,1,4194
Cairo,31.675,30.203,Egypt,Sharm El Sheikh,34.658,28.628,Egypt,1,337
Cairo,31.675,30.203,Egypt,Marsa Alam,34.972,25.928,Egypt,1,574
Cairo,31.675,30.203,Egypt,Port Said,32.4,31.465,Egypt,1,156
Cairo,31.675,30.203,Egypt,Nairobi,37.545,-0.866,Kenya,1,3510
Cairo,31.675,30.203,Egypt,Luxor,33.177,26.118,Egypt,1,477
Cairo,31.675,30.203,Egypt,Lagos,3.535,6.962,Nigeria,1,3910
Cairo,31.675,30.203,Egypt,Kano,8.874,12.079,Nigeria,1,3094
Cairo,31.675,30.203,Egypt,Hurghada,34.332,27.297,Egypt,1,414
Cairo,31.675,30.203,Egypt,Sohag,32.238,26.568,Egypt,1,407
Cairo,31.675,30.203,Egypt,Entebbe,32.739,0.07,Uganda,1,3352
Cairo,31.675,30.203,Egypt,Dar Es Salaam,39.337,-6.797,Tanzania,1,4194
Cairo,31.675,30.203,Egypt,Asyut,31.019,27.077,Egypt,1,353
Cairo,31.675,30.203,Egypt,Aswan,33.366,24.607,Egypt,1,644
Cairo,31.675,30.203,Egypt,Asmara,39.517,15.486,Eritrea,1,1821
Cairo,31.675,30.203,Egypt,Accra,0.388,6.008,Ghana,1,4234
Cairo,31.675,30.203,Egypt,Abuja,7.438,9.011,Nigeria,1,3447
Budapest,19.425,47.728,Hungary,Cairo,31.675,30.203,Egypt,1,2211
Bombay,73.446,19.147,India,Cairo,31.675,30.203,Egypt,1,4369
Baghdad,44.39,33.437,Iraq,Cairo,31.675,30.203,Egypt,1,1253
Beirut,35.813,34.368,Lebanon,Alexandria,30.16,31.529,Egypt,1,614
Asyut,31.019,27.077,Egypt,Cairo,31.675,30.203,Egypt,1,353
Athens,24.574,38.56,Greece,Alexandria,30.16,31.529,Egypt,1,932
Aswan,33.366,24.607,Egypt,Cairo,31.675,30.203,Egypt,1,644
Aswan,33.366,24.607,Egypt,Abu Simbel,32.019,22.626,Egypt,1,259
Asmara,39.517,15.486,Eritrea,Cairo,31.675,30.203,Egypt,1,1821
Accra,0.388,6.008,Ghana,Cairo,31.675,30.203,Egypt,1,4234
Abuja,7.438,9.011,Nigeria,Cairo,31.675,30.203,Egypt,1,3447
Abu Simbel,32.019,22.626,Egypt,Aswan,33.366,24.607,Egypt,1,259
Rodriguez Island,63.601,-19.597,Mauritius,Plaisance,58.139,-20.051,Mauritius,1,573
Perth,116.611,-31.901,Australia,Plaisance,58.139,-20.051,Mauritius,1,5922
Munich,12.31,48.589,Germany,Plaisance,58.139,-20.051,Mauritius,1,8881
Plaisance,58.139,-20.051,Mauritius,Rodriguez Island,63.601,-19.597,Mauritius,1,573
Melbourne,145.405,-37.456,Australia,Plaisance,58.139,-20.051,Mauritius,1,8436
Hong Kong,114.524,22.514,Hong Kong,Plaisance,58.139,-20.051,Mauritius,1,7735
Geneva,6.181,46.396,Switzerland,Plaisance,58.139,-20.051,Mauritius,1,9042
Kuala Lumpur,102.183,3.242,Malaysia,Cape Town,19.002,-33.942,South Africa,1,9581
Buenos Aires,-58.227,-34.704,Argentina,Cape Town,19.002,-33.942,South Africa,1,6899
Lagos,3.535,6.962,Nigeria,Abidjan,-3.878,5.435,Cote d'Ivoire,1,836
Kano,8.874,12.079,Nigeria,Accra,0.388,6.008,Ghana,1,1150
Beirut,35.813,34.368,Lebanon,Lagos,3.535,6.962,Nigeria,1,4496
Beirut,35.813,34.368,Lebanon,Kano,8.874,12.079,Nigeria,1,3680
Accra,0.388,6.008,Ghana,Kano,8.874,12.079,Nigeria,1,1150
Abidjan,-3.878,5.435,Cote d'Ivoire,Lagos,3.535,6.962,Nigeria,1,836
St.-pierre,55.705,-20.867,Reunion,Antananarivo,47.798,-18.662,Madagascar,1,862
Mananara,50.289,-15.607,Madagascar,Toamasina,49.654,-17.516,Madagascar,1,222
Maroantsetra,50.147,-15.062,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,471
Maroantsetra,50.147,-15.062,Madagascar,Toamasina,49.654,-17.516,Madagascar,1,277
Maroantsetra,50.147,-15.062,Madagascar,Sambava,50.291,-13.798,Madagascar,1,141
Maroantsetra,50.147,-15.062,Madagascar,Antalaha,50.533,-15,Madagascar,1,42
Antananarivo,47.798,-18.662,Madagascar,Maroantsetra,50.147,-15.062,Madagascar,1,471
Antananarivo,47.798,-18.662,Madagascar,Toamasina,49.654,-17.516,Madagascar,1,233
Antananarivo,47.798,-18.662,Madagascar,Toliara,44.214,-22.973,Madagascar,1,607
Antananarivo,47.798,-18.662,Madagascar,Sambava,50.291,-13.798,Madagascar,1,602
Antananarivo,47.798,-18.662,Madagascar,Sainte Marie,50.359,-16.49,Madagascar,1,363
Antananarivo,47.798,-18.662,Madagascar,Nosy-be,48.524,-12.854,Madagascar,1,650
Antananarivo,47.798,-18.662,Madagascar,Morondava,44.529,-19.808,Madagascar,1,366
Antananarivo,47.798,-18.662,Madagascar,Mahajanga,46.586,-15.446,Madagascar,1,380
Antananarivo,47.798,-18.662,Madagascar,Moroni,43.453,-11.223,Comoros,1,949
Antananarivo,47.798,-18.662,Madagascar,Tolagnaro,47.593,-24.397,Madagascar,1,638
Antananarivo,47.798,-18.662,Madagascar,Antsiranana,49.486,-11.916,Madagascar,1,771
Antananarivo,47.798,-18.662,Madagascar,Antalaha,50.533,-15,Madagascar,1,500
Toamasina,49.654,-17.516,Madagascar,Mananara,50.289,-15.607,Madagascar,1,222
Toamasina,49.654,-17.516,Madagascar,Maroantsetra,50.147,-15.062,Madagascar,1,277
Toamasina,49.654,-17.516,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,233
Toamasina,49.654,-17.516,Madagascar,Sainte Marie,50.359,-16.49,Madagascar,1,136
Toamasina,49.654,-17.516,Madagascar,Antalaha,50.533,-15,Madagascar,1,295
Toliara,44.214,-22.973,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,607
Toliara,44.214,-22.973,Madagascar,St.-denis,55.85,-20.812,Reunion,1,1223
Toliara,44.214,-22.973,Madagascar,Morondava,44.529,-19.808,Madagascar,1,353
Toliara,44.214,-22.973,Madagascar,Tolagnaro,47.593,-24.397,Madagascar,1,378
Sambava,50.291,-13.798,Madagascar,Maroantsetra,50.147,-15.062,Madagascar,1,141
Sambava,50.291,-13.798,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,602
Sambava,50.291,-13.798,Madagascar,Antsiranana,49.486,-11.916,Madagascar,1,226
Sainte Marie,50.359,-16.49,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,363
Sainte Marie,50.359,-16.49,Madagascar,Toamasina,49.654,-17.516,Madagascar,1,136
Sainte Marie,50.359,-16.49,Madagascar,St.-denis,55.85,-20.812,Reunion,1,751
St.-denis,55.85,-20.812,Reunion,Toliara,44.214,-22.973,Madagascar,1,1223
St.-denis,55.85,-20.812,Reunion,Sainte Marie,50.359,-16.49,Madagascar,1,751
St.-denis,55.85,-20.812,Reunion,Mahajanga,46.586,-15.446,Madagascar,1,1145
St.-denis,55.85,-20.812,Reunion,Antsiranana,49.486,-11.916,Madagascar,1,1199
Nosy-be,48.524,-12.854,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,650
Nosy-be,48.524,-12.854,Madagascar,Johannesburg,28.41,-25.566,South Africa,1,2535
Nosy-be,48.524,-12.854,Madagascar,Moroni,43.453,-11.223,Comoros,1,580
Nosy-be,48.524,-12.854,Madagascar,Antsiranana,49.486,-11.916,Madagascar,1,147
Marseille,5.356,43.725,France,Antananarivo,47.798,-18.662,Madagascar,1,8172
Morondava,44.529,-19.808,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,366
Morondava,44.529,-19.808,Madagascar,Toliara,44.214,-22.973,Madagascar,1,353
Morondava,44.529,-19.808,Madagascar,Tolagnaro,47.593,-24.397,Madagascar,1,599
Mahajanga,46.586,-15.446,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,380
Mahajanga,46.586,-15.446,Madagascar,St.-denis,55.85,-20.812,Reunion,1,1145
Mahajanga,46.586,-15.446,Madagascar,Moroni,43.453,-11.223,Comoros,1,579
Mahajanga,46.586,-15.446,Madagascar,Antsiranana,49.486,-11.916,Madagascar,1,502
Mahajanga,46.586,-15.446,Madagascar,Anjouan,44.717,-11.553,Comoros,1,477
Johannesburg,28.41,-25.566,South Africa,Nosy-be,48.524,-12.854,Madagascar,1,2535
Moroni,43.453,-11.223,Comoros,Antananarivo,47.798,-18.662,Madagascar,1,949
Moroni,43.453,-11.223,Comoros,Nosy-be,48.524,-12.854,Madagascar,1,580
Moroni,43.453,-11.223,Comoros,Mahajanga,46.586,-15.446,Madagascar,1,579
Moroni,43.453,-11.223,Comoros,Anjouan,44.717,-11.553,Comoros,1,142
Tolagnaro,47.593,-24.397,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,638
Tolagnaro,47.593,-24.397,Madagascar,Toliara,44.214,-22.973,Madagascar,1,378
Dzaoudzi,45.468,-12.675,Mayotte,Antsiranana,49.486,-11.916,Madagascar,1,444
Antsiranana,49.486,-11.916,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,771
Antsiranana,49.486,-11.916,Madagascar,Sambava,50.291,-13.798,Madagascar,1,226
Antsiranana,49.486,-11.916,Madagascar,St.-denis,55.85,-20.812,Reunion,1,1199
Antsiranana,49.486,-11.916,Madagascar,Nosy-be,48.524,-12.854,Madagascar,1,147
Antsiranana,49.486,-11.916,Madagascar,Mahajanga,46.586,-15.446,Madagascar,1,502
Antsiranana,49.486,-11.916,Madagascar,Dzaoudzi,45.468,-12.675,Mayotte,1,444
Antalaha,50.533,-15,Madagascar,Maroantsetra,50.147,-15.062,Madagascar,1,42
Antalaha,50.533,-15,Madagascar,Antananarivo,47.798,-18.662,Madagascar,1,500
Antalaha,50.533,-15,Madagascar,Toamasina,49.654,-17.516,Madagascar,1,295
Anjouan,44.717,-11.553,Comoros,Mahajanga,46.586,-15.446,Madagascar,1,477
Anjouan,44.717,-11.553,Comoros,Dzaoudzi,45.468,-12.675,Mayotte,1,149
El Fasher,25.541,14.024,Sudan,Nyala,25.593,12.089,Sudan,1,215
Geneina,22.778,13.802,Sudan,Nyala,25.593,12.089,Sudan,1,359
Tel-aviv,35.477,32.018,Israel,Johannesburg,28.41,-25.566,South Africa,1,6446
Zurich,8.915,47.774,Switzerland,Marsa Alam,34.972,25.928,Egypt,1,3326
Zurich,8.915,47.774,Switzerland,Marrakech,-7.394,32.011,Morocco,1,2228
Zurich,8.915,47.774,Switzerland,Plaisance,58.139,-20.051,Mauritius,1,8993
Zurich,8.915,47.774,Switzerland,Kilimanjaro,37.124,-3.05,Tanzania,1,6282
Zurich,8.915,47.774,Switzerland,Cape Town,19.002,-33.942,South Africa,1,9141
Geneva,6.181,46.396,Switzerland,Sharm El Sheikh,34.658,28.628,Egypt,1,3165
